DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ÉTABLISSEMENT;TYPOLOGIE DE L'ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITÉS D'HABITATION;NOMBRE DE LOGEMENTS
03/08/2016;03/08/2016;HÔTEL;3 étoiles;-;-;HÔTEL CERVANTES;19 rue de Berne;75008;PARIS;143875577;reservations@hotelcervantesparis.com;http://www.hotelcervantesparis.com/;-;97;52;-;-;-
02/08/2016;02/08/2016;HÔTEL;4 étoiles;-;-;OKKO HÔTELS PARIS RUEIL MALMAISON;109 AVENUE VICTOR HUGO;92500;RUEIL-MALMAISON;147109210;rueil9201@okkohotels.com;http://www.okkohotels.com/hotels/rueil-malmaison;-;220;110;-;-;-
02/08/2016;02/08/2016;HÔTEL;2 étoiles;-;-;HÔTEL B&B MARNE LA VALLÉE TORCY;3 Ter Rue Pierre Mendès;77200;TORCY;890649820;bb_4588@hotelbb.com;http://www.hotel-bb.com/fr/hotels/marne-la-vallee-torcy.htm;-;310;130;-;-;-
02/08/2016;02/08/2016;HÔTEL;4 étoiles;-;-;HÔTEL LE 10BIS ;10 BIS RUE DU DÉBARCADèRE ;75017;PARIS;155371010;contact@lle10bishotel-paris.com;http://www.le10bishotel-paris.com/fr/;-;48;23;-;-;-
02/08/2016;02/08/2016;HÔTEL;3 étoiles;-;-;HÔTEL DE LA PAIX;225 boulevard Raspail;75014;PARIS;143203582;resa@hoteldelapaix.com;http://www.paris-montparnasse-hotel.com;-;85;39;-;-;-
02/08/2016;02/08/2016;HÔTEL;4 étoiles;-;-;HÔTEL OPÉRA MARIGNY;11 rue de l'Arcade;75008;PARIS;142664271;marigny@paris-inn.com;http://hoteloperamarignyparis.com/fr/;-;44;24;-;-;-
02/08/2016;02/08/2016;HÔTEL;4 étoiles;-;-;HÔTEL DU MINISTÈRE;31 rue de Surène;75008;PARIS;142662143;info@ministerehotel.com;http://www.ministerehotel.com;-;90;43;-;-;-
01/08/2016;01/08/2016;HÔTEL;3 étoiles;-;-;HÔTEL DU SAUVAGE;27 RUE DE PARIS;77320;LA FERTÉ-GAUCHER;164040019;info@hotel-du-sauvage.com;https://www.logishotels.com/fr/hotel/hotel-du-sauvage-555;-;57;23;-;-;-
01/08/2016;01/08/2016;HÔTEL;2 étoiles;-;-;HÔTEL PREMIÈRE CLASSE MLV-BUSSY SAINT GEORGES;10 AVENUE MARIE CURIE;77600;BUSSY-SAINT-GEORGES;164666257;manager.bussystgeorges@premiereclasse.fr;http://www.premiereclasse.com/fr/hotels/premiere-classe-mlv-bussy-saint-georges;-;359;120;-;-;-
01/08/2016;01/08/2016;HÔTEL;5 étoiles;-;-;HÔTEL D'AUBUSSON;33 rue dauphine;75006;PARIS;143294343;reservations@hoteldaubusson.com;http://www.hoteldaubusson.com;-;110;49;-;-;-
29/07/2016;29/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL LE PARISIS PARIS TOUR EIFFEL;102 Boulevard de Grenelle;75015;PARIS;140599090;info@hotelleparisis.com;http://www.hotelleparisis.com;-;96;45;-;-;-
29/07/2016;29/07/2016;HÔTEL;2 étoiles;-;-;HÔTEL LE GRAND TERRE;Aérodrome de la Ferté Gaucher;77320;CHARTRONGES;164659774;info@le-grand-terre.fr;http://www.le-grand-terre.fr;-;35;19;-;-;-
29/07/2016;29/07/2016;HÔTEL;4 étoiles;-;-;LE GÉNÉRAL HÔTEL;5/7 RUE RAMPON;75011;PARIS;147004157;info@legeneralhotel.com;http://www.legeneralhotel.com;-;99;46;-;-;-
29/07/2016;29/07/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS STYLES ÉVRY CATHÉDRALE;52 BOULEVARD DES COQUIBUS;91000;ÉVRY;169473000;H1986-GM@accor.com;http://www.accorhotels.com/fr/hotel-1986-ibis-styles-evry-cathedrale/index.shtml;-;220;110;-;-;-
29/07/2016;29/07/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS PARIS ALÉSIA MONTPARNASSE;49 Rue des Plantes;75014;PARIS;153904000;h0959-gm@accor.com;http://www.accorhotels.com/fr/hotel-0959-ibis-paris-alesia-montparnasse-14eme/index.shtml;-;528;264;-;-;-
29/07/2016;29/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL LE MÉRIDIEN ÉTOILE;81 boulevard Gouvion Saint Cyr;75017;PARIS ;140683434;guest.etoile@lemeridien.com;http://www.lemeridienetoile.com;-;2113;1025;-;-;-
29/07/2016;29/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL SAINT QUENTIN GOLF NATIONAL;1 avenue du golf;78114;MAGNY-LES-HAMEAUX;130576565;h1139-gm@accor.com;http://www.accorhotels.com/fr/hotel-1139-novotel-saint-quentin-golf-national/index.shtml;-;345;131;-;-;-
29/07/2016;29/07/2016;HÔTEL;4 étoiles;-;-;DISNEY'S HÔTEL NEW YORK;Avenue René Goscinny;77700;CHESSY;160457559;dlp.nwy.front.office@disney.com;http://www.disneylandparis.fr/hotels/disneys-hotel-new-york/;-;2024;565;-;-;-
28/07/2016;28/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL ADÈLE & JULES;2 cité Rougemont;75009;PARIS;148246070;bonjour@hoteladelejules.com;www.hoteladelejules.fr;-;67;30;-;-;-
28/07/2016;28/07/2016;HÔTEL;5 étoiles;-;-;HÔTEL LE NARCISSE BLANC & SPA;19 BOULEVARD DE LA TOUR MAUBOURG;75007;PARIS;140604432;contact@lenarcisseblanc.com;www.lenarcisseblanc.com;-;78;37;-;-;-
27/07/2016;27/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL MARNE LA VALLEE NOISY LE GRAND;2 Allée Bienvenue;93160;NOISY-LE-GRAND;148156060;H1536-GM@accor.com;http://www.accorhotels.com/fr/hotel-1536-novotel-marne-la-vallee-noisy-le-grand/index.shtml;-;461;144;-;-;-
13/07/2016;13/07/2016;CAMPING;4 étoiles;Tourisme;-;CAMPING SANDAYA INTERNATIONAL DE MAISON LAFFITTE;1 rue Johnson;78600;MAISONS-LAFFITTE;139122191;maisonslaffitte@sandaya.fr;http://www.sandaya.fr/camping/france/paris/maisons-laffitte/;-;-;-;336;-;-
13/07/2016;13/07/2016;HÔTEL;2 étoiles;-;-;HÔTEL DE PARIS;104 bis rue de Paris;92100;BOULOGNE-BILLANCOURT;146051382;contact@hotel-paris-boulogne.com;http://www.hoteldeparisboulogne.com;-;49;31;-;-;-
13/07/2016;13/07/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS CERGY PONTOISE LE PORT;28 AVENUE DES GROUETTES;95000;CERGY;134221144;H0928-GM@ACCOR.COM;http://www.ibishotel.com/fr/hotel-0928-ibis-cergy-pontoise-le-port/index.shtml;-;171;81;-;-;-
13/07/2016;13/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE SAINT QUENTIN CENTRE;9 PLACE ÉTIENNE FRANCOIS CHOISEUL AVENUE DU CENTRE;78180;MONTIGNY-LE-BRETONNEUX;139301801;H1983-GM@accor.com;http://www.accorhotels.com/fr/hotel-1983-hotel-mercure-saint-quentin-en-yvelines-centre/index.shtml;-;148;74;-;-;-
13/07/2016;13/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL RÉSIDENCE HENRI IV;50 rue des Bernardins;75005;PARIS;144413181;reservation@residencehenri4.com;http://www.residencehenri4.com;-;36;13;-;-;-
13/07/2016;13/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL FONTAINEBLEAU URY;Route National 152 CHEMIN DE  MELUN;77760;URY;160712424;H0384@ACCOR.COM;http://www.accorhotels.com/fr/hotel-0384-novotel-fontainebleau-ury/index.shtml;-;471;126;-;-;-
13/07/2016;13/07/2016;HÔTEL;4 étoiles;-;-;OFF PARIS SEINE;20-22 PORT D'AUSTERLITZ;75013;PARIS;144066265;contact@offparisseine.com;www.offparisseine.com;-;116;58;-;-;-
13/07/2016;13/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL HOLIDAY INN PARIS SAINT GERMAIN DES PRÈS;92 rue de Vaugirard;75006;PARIS;149548700;joel.sabourin@hotels-res.com;http://holiday-inn.com/paris-germain;-;281;134;-;-;-
13/07/2016;13/07/2016;HÔTEL;3 étoiles;-;-;9HÔTEL OPÉRA;14 RUE PAPILLON;75009;PARIS;01 47 70 78 34;info@le9hotel-opera.com;http://www.le9hotel.com/fr/h/9-hotel-opera;-;91;48;-;-;-
12/07/2016;12/07/2016;HÔTEL;2 étoiles;-;-;HÔTEL B PARIS BOULOGNE;210 bis boulevard jean jaurès;92100;BOULOGNE-BILLANCOURT;146214525;hotelb92@gmail.com;http://www.hotelbparisboulogne.com;-;86;47;-;-;-
12/07/2016;12/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE ROYAL FONTAINEBLEAU;41 RUE ROYALE;77300;FONTAINEBLEAU;164693434;h1627@accor.com;http://www.accorhotels.com/fr/hotel-1627-hotel-mercure-royal-fontainebleau/index.shtml;-;194;97;-;-;-
12/07/2016;12/07/2016;HÔTEL;4 étoiles;-;-;ROYAL HÔTEL PARIS;33 AVENUE DE FRIEDLAND;75008;PARIS;143590814;anne.baudron@royal-hotel.com;http://www.leshotelsduroy.com/en/le-royal-hotel;-;114;56;-;-;-
12/07/2016;12/07/2016;HÔTEL;3 étoiles;-;-;HÔTEL ALIZÉ GRENELLE TOUR EIFFEL;87 avenue Émile Zola;75015;PARIS;145780822;info@alizeparis.com;www.alizeparis.com;-;92;50;-;-;-
12/07/2016;12/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL DE JOBO;8 rue de Sévigné;75004;PARIS;148047048;xavier@holding-crouzet.com;www.hoteldejobo.paris;-;44;24;-;-;-
12/07/2016;12/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL PARIS SUD PORTE DE CHARENTON;5 place des marseillais;94220;CHARENTON-LE-PONT;146766060;H1549@accor.com;http://www.accorhotels.com/fr/hotel-1549-novotel-paris-sud-porte-de-charenton/index.shtml;-;376;133;-;-;-
12/07/2016;12/07/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL SACLAY;Rue Charles Thomassin;91400;SACLAY;169356600;pierre.eyraud@accor.com;http://www.accorhotels.com/fr/hotel-0392-novotel-saclay/index.shtml;-;447;139;-;-;-
30/06/2016;30/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL CLUNY SQUARE;21 boulevard saint michel;75005;PARIS;143542139;c.goasguen@yahoo.fr;http://www.cluny-paris-hotel.com;-;58;30;-;-;-
30/06/2016;30/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL CHÂTEAU DE VERSAILLES;4 BOULEVARD SAINT ANTOINE;78150;LE CHESNAY;139549696;h1022-gm@accor.com;http://www.accorhotels.com/fr/hotel-1022-novotel-chateau-de-versailles/index.shtml;-;418;106;-;-;-
30/06/2016;30/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL CLUB BELAMBRA LE DOMAINE DU NORMONT;36 avenue d'Orléans;91410;DOURDAN;160816666;club.dourdan@belambra.fr;http://www.belambra.fr;-;100;50;-;-;-
29/06/2016;29/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL DU PARC;16 AVENUE DUMONT ;93600;AULNAY-SOUS-BOIS;148666305;logisduparc@wanadoo.fr;http://www.hotelduparc-aulnay.com;-;84;37;-;-;-
29/06/2016;29/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL PARIS ORLY RUNGIS;1 RUE DU PONT DES HALLES ZONE DU DELTA;94150;RUNGIS;145124412;h1628-gm@accor.com;http://www.accorhotels.com/fr/hotel-1628-novotel-paris-orly-rungis/index.shtml;-;581;180;-;-;-
29/06/2016;29/06/2016;HÔTEL;3 étoiles;-;-;PINK HÔTEL;20 bis rue Dugommier ;75012;PARIS;143434773;contact@pinkhotel.fr;www.pinkhotel.fr;-;30;15;-;-;-
29/06/2016;29/06/2016;HÔTEL;3 étoiles;-;-;SWEET HÔTEL PARIS;15 rue Gossec ;75012;PARIS;143436413;contact@sweethotel.fr;http://sweethotel.fr/;-;43;29;-;-;-
29/06/2016;29/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL LE TRENTE;30 rue Clairaut;75017;PARIS;143132930;resa@letrentehotel.com;www.letrentehotel.com;-;53;31;-;-;-
29/06/2016;29/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL SCARLETT;1 RUE JOUYE ROUVE;75020;PARIS;177388181;contact@hotelscarlett.com;www.hotelscarlett.com;-;62;30;-;-;-
29/06/2016;29/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL GEORGETTE ;36 RUE DU GRENIER SAINT-LAZARE;75003;PARIS;144611010;info@hotelgeorgette.com;http://www.hotelgeorgette.com/;-;43;19;-;-;-
29/06/2016;29/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL BONNE NOUVELLE;17  Rue Beauregard;75002;PARIS;145084242;hotelbonnenouvelleparis@gmail.com;www.hotel-bonne-nouvelle.com;-;38;21;-;-;-
28/06/2016;28/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL LIBERTEL GARE DE L'EST FRANÇAIS;13 RUE DU 8 MAI 1945;75010;PARIS;140359414;gde@hlparis.com;http://www.hotels-libertel.com/fr/gare-de-lest-francais/;-;133;70;-;-;-
28/06/2016;28/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL LIBERTEL MONTMARTRE OPÉRA;32 rue Duperré;75009;PARIS;142815533;mod@hlparis.com;http://www.hotels-libertel.com/fr/montmartre-opera/;-;98;52;-;-;-
28/06/2016;28/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL GORALSKA PARIS BASTILLE ;7 BOULEVARD BOURDON;75004;PARIS;142723333;reservation@goralskaresidences.com;www.goralskaresidences.com;-;36;12;-;-;-
28/06/2016;28/06/2016;HÔTEL;1 étoile;-;-;SULLY HÔTEL;48 rue saint Antoine;75004;PARIS;142784932;sullyhotel@orange.fr;www.sullyhotelparis.com;-;56;22;-;-;-
28/06/2016;28/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS PARIS PORTE DE BRANCION PARC DES EXPOSITIONS 15E;105 RUE BRANCION;75015;PARIS;156566230;fabien.olivier@accor.com;http://www.accorhotels.com/fr/hotel-1936-ibis-paris-porte-de-brancion-parc-des-expositions/index.shtml;-;137;69;-;-;-
28/06/2016;28/06/2016;HÔTEL;4 étoiles;-;-;RENAISSANCE HÔTEL PARIS LA DEFENSE;60 jardin de valmy;92918;PARIS LA DEFENSE;141975050;rhi.parld.reception@renhotels.com;http://www.renaissanceladefense.com;-;777;327;-;-;-
17/06/2016;17/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL EIFFEL KENNEDY;12 RUE DE BOULAINVILLIERS;75016;PARIS;145244575;eiffelkennedy@wanadoo.fr;http://www.eiffelkennedy.com;-;58;30;-;-;-
17/06/2016;17/06/2016;HÔTEL;2 étoiles;-;-;HÔTEL IBIS BUDGET PARIS LA VILLETTE;57 AVENUE JEAN JAURèS;75019;PARIS;892680891;h4982@accor.com;http://www.accorhotels.com/fr/hotel-4982-ibis-budget-paris-la-villette-19eme/index.shtml;-;753;292;-;-;-
17/06/2016;17/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS VAL DE FONTENAY;Avenue des Olympiades;94120;FONTENAY-SOUS-BOIS;149748888;severine.moire@accor.com;http://www.accorhotels.com/fr/hotel-1037-hotel-mercure-paris-val-de-fontenay/index.shtml;-;318;133;-;-;-
16/06/2016;16/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS PORTE DE PANTIN;22 AVENUE JEAN LOLIVE;93500;PANTIN;148916600;h2799@accor.com;http://www.accorhotels.com/fr/hotel-2799-hotel-mercure-paris-porte-de-pantin/index.shtml;-;252;123;-;-;-
16/06/2016;16/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS PARIS CANAL SAINT MARTIN ;12 rue louis blanc;75010;PARIS;142012121;h0900@accor.com;http://www.accorhotels.com/fr/hotel-0900-ibis-paris-canal-saint-martin/index.shtml;-;99;49;-;-;-
16/06/2016;16/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL DUC DE SAINT SIMON;14 RUE DE SAINT SIMON;75007;PARIS;144392020;hotelsaintsimon@wanadoo.fr;http://hotelducdesaintsimon.com/fr/;-;72;34;-;-;-
16/06/2016;16/06/2016;HÔTEL;3 étoiles;-;-;LES TOURNELLES;30 RUE DE TURENNE;75003;PARIS;142727347;direction@lestournelles.com;http://www.lestournelles.com/;-;46;24;-;-;-
15/06/2016;15/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL LA COMTESSE;29 Avenue de Tourville;75007;PARIS;145512929;reservation@comtesse-hotel.com;http://www.comtesse-hotel.com;-;80;40;-;-;-
15/06/2016;15/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS ORLY RUNGIS;20 avenue charles lindbergh;94656;RUNGIS;156705680;h1298-gm@accor.com;http://www.accorhotels.com/fr/hotel-1298-hotel-mercure-paris-orly-rungis/index.shtml;-;428;190;-;-;-
15/06/2016;15/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS STYLES PARIS NATION PORTE DE MONTREUIL;36 rue de la croix saint simon ;75020;PARIS;143705365;ha0y0@accor.com;http://www.accorhotels.com/fr/hotel-A0Y0-ibis-styles-paris-nation-porte-de-montreuil-opening-march-2016/index.shtml;-;122;60;-;-;-
15/06/2016;15/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS BERCY BIBLIOTHÈQUE;6 BOULEVARD VINCENT AURIOL;75013;PARIS;145824800;H0934@ACCOR.COM;http://www.accorhotels.com/fr/hotel-0934-hotel-mercure-paris-bercy-bibliotheque/index.shtml;-;184;88;-;-;-
10/06/2016;10/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS PARIS MEUDON VELIZY;7 ROUTE DU COLONEL MARCEL MORAINE;92360;MEUDON-LA-FÔRET;145370909;h0948-gm@accor.com;http://www.accorhotels.com/fr/hotel-0948-ibis-paris-meudon-velizy/index.shtml;-;188;94;-;-;-
10/06/2016;10/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL SUITES PARIS EXPO PORTE DE VERSAILLES;4 BOULEVARD BRUNE;75014;PARIS;171194737;H9400@accor.com;http://www.accorhotels.com/fr/hotel-9400-novotel-suites-paris-expo-porte-de-versailles/index.shtml;-;284;99;-;-;-
10/06/2016;10/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL LA CHAMBRE DU MARAIS;85-87 RUE DES ARCHIVES;75003;PARIS;144780800;guest@lachambredumarais.com;www.lachambredumarais.com;-;44;19;-;-;-
10/06/2016;10/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL PAS DE CALAIS;59 rue des saints pères;75006;PARIS;145487874;info@hotelpasdecalais.com;http://www.hotelpasdecalais.com;-;82;38;-;-;-
09/06/2016;09/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL PULLMAN PARIS MONTPARNASSE;19 rue commandant mouchotte;75014;PARIS;144364436;h8189-dm@accor.com;http://www.pullmanhotels.com/fr/hotel-8189-pullman-paris-montparnasse/index.shtml;-;2202;957;-;-;-
09/06/2016;09/06/2016;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RÉSIDENCE CERISE MAISONS LAFFITE;16-18 RUE DE PARIS;78600;MAISONS-LAFFITTE;01 39 62 11 91;cerise.maisonslaffitte@exhore.fr;http://www.cerise-hotels-resorts.com/fr/cerise-maisons-laffitte-presentation.html;-;210;-;-;99;-
06/06/2016;06/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL GABRIEL ;25 RUE DU GRAND PRIEURÉ;75011;PARIS;147001338;info@gabrielparis.com;http://www.hotelgabrielparis.com/;-;71;41;-;-;-
06/06/2016;06/06/2016;HÔTEL;3 étoiles;-;-;NEWHOTEL OPÉRA;4 RUE DE LIÈGE;75009;PARIS;156026600;directioncommunication@new-hotel.com;http://www.new-hotel.com/fr/hotels-paris/opera;-;93;42;-;-;-
03/06/2016;03/06/2016;HÔTEL;3 étoiles;-;-;BLC DESIGN HÔTEL;4 rue Richard Lenoir;75011;PARIS;140096016;reservation@blcdesign-hotel-paris.com;http://www.blcdesign-hotel-paris.com;-;48;29;-;-;-
03/06/2016;03/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL LE PETIT MADELEINE  ;22 RUE ROQUÉPINE;75008;PARIS;142651436;contact@lpmh.paris;http://www.petitmadeleinehotel.com;-;40;23;-;-;-
03/06/2016;03/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS CHÂTEAU DE FONTAINEBLEAU;18 rue de ferrare;77300;FONTAINEBLEAU;164234525;h1028-gm@accor.com;http://www.accorhotels.com/fr/hotel-1028-ibis-chateau-de-fontainebleau/index.shtml;-;181;86;-;-;-
01/06/2016;01/06/2016;HÔTEL;3 étoiles;-;-;HÔTEL TRÉMA ;189 rue de la crimée;75019;PARIS;140361149;hotel.trema@gmail.com;www.hoteltrema.fr;-;25;18;-;-;-
01/06/2016;01/06/2016;HÔTEL;2 étoiles;-;-;HÔTEL IBIS BUDGET RUEIL MALMAISON;147 BOULEVARD NATIONAL;92500;RUEIL-MALMAISON;892681278;H3589-re@accor.com;http://www.accorhotels.com/fr/hotel-3589-ibis-budget-rueil-malmaison/index.shtml;-;427;144;-;-;-
01/06/2016;01/06/2016;HÔTEL;4 étoiles;-;-;HÔTEL MONGE;55 rue Monge;75005;PARIS;143545555;info@hotelmonge.com;http://www.hotelmonge.com;-;63;30;-;-;-
31/05/2016;31/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS PARIS ISSY LES MOULINEAUX VAL DE SEINE;213 rue Jean Jacques Rousseau;92130;ISSY-LES-MOULINEAUX;147364200;h7848-gm@accor.com;http://www.accorhotels.com/fr/hotel-7848-ibis-paris-issy-les-moulineaux-val-de-seine/index.shtml;-;328;164;-;-;-
31/05/2016;31/05/2016;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RÉSIDENCE HIPARK PARIS LA VILLETTE;28 Boulevard d'Indochine;75019;PARIS;156410100;hipark.paris@hipark-residences.com;http://www.hipark.fr/paris/?gclid=CJOwhPT_gc0CFUqeGwoduWQOAw;-;284;-;-;125;-
31/05/2016;31/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL CLARET;44 Boulevard de Bercy;75012;PARIS;146284131;reservation@hotel-claret.com;http://www.hotel-claret.com;-;96;52;-;-;-
31/05/2016;31/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL IBIS LE BOURGET;104 AVENUE JEAN MERMOZ;93120;LA COURNEUVE;148383333;H3438@ACCOR.COM;http://www.accorhotels.com/fr/hotel-3438-ibis-le-bourget/index.shtml;-;160;72;-;-;-
31/05/2016;31/05/2016;HÔTEL;4 étoiles;-;-;HÔTEL LEGEND;151 BIS RUE DE RENNES;75006;PARIS;145489738;contact@legendhotelparis.com;http://www.legendhotelparis.com;-;76;38;-;-;-
25/05/2016;25/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL LE SAINT GERMAIN;10 avenue Eugène Schueller;93600;AULNAY-SOUS-BOIS;180909735;contact@lesaintgermainhotel.com;http://lesaintgermainhotel.com;-;41;21;-;-;-
24/05/2016;24/05/2016;HÔTEL;2 étoiles;-;-;HÔTEL KIMOTEL;Rue Fernand Léger  ZAC DES BEURRONS;78680;ÉPÔNE;130903737;contact@kimotel.fr;http://www.kimotel.com;-;100;47;-;-;-
20/05/2016;20/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL MOGADOR;51 rue de la victoire;75009;PARIS;625688438;ARNAUDBERY@HOTMAIL.COM;www.hotelmogador.com;-;35;17;-;-;-
19/05/2016;19/05/2016;HÔTEL;4 étoiles;-;-;HÔTEL MAGIC CIRCUS PARIS II;20 avenue de la Fosse des Pressoirs;77700;MAGNY-LE-HONGRE;164179005;assistant.gm@vi-hotels.fr;http://www.magiccircus-hotel.com;-;1442;396;-;-;-
19/05/2016;19/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL TAMARIS;14 RUE DES MARAICHERS;75020;PARIS;143728548;tamarishotel@free.fr;http://www.hotel-tamaris.fr;-;72;42;-;-;-
19/05/2016;19/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL AUGUSTE;25 RUE ALAIN CHARTIER;75015;PARIS;148286648;contact@hotelauguste.com;www.hotelauguste.com;-;46;23;-;-;-
19/05/2016;19/05/2016;HÔTEL;2 étoiles;-;-;HÔTEL BAUDIN;113 Avenue Ledru Rollin ;75011;PARIS;147001891;hotelbaudin@wanadoo.fr;www.hotelbaudin.com;-;43;16;-;-;-
19/05/2016;19/05/2016;HÔTEL;5 étoiles;-;-;HÔTEL RENAISSANCE PARIS RÉPUBLIQUE;40 rue René Boulanger;75010;PARIS;171182095;sibylle.grell@renhotels.com;http://www.marriott.fr/hotels/travel/parpr-renaissance-paris-republique-hotel/;-;265;121;-;-;-
19/05/2016;19/05/2016;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS ORLY AÉROPORT;Allée du commandant Mouchotte;94390;ORLY;149751550;H1246-GM@accor.com;http://www.accorhotels.com/fr/hotel-1246-hotel-mercure-paris-orly-aeroport/index.shtml;-;461;192;-;-;-
19/05/2016;19/05/2016;RÉSIDENCE DE TOURISME;2 étoiles;-;-;RÉSIDENCE SERVICES DE LA GIRODERIE;11 rue de la giroderie;78120;RAMBOUILLET;134572300;info-reservation@giroderie-rambouillet.fr;www.giroderie-rambouillet.fr;-;131;-;-;75;-
18/05/2016;18/05/2016;HÔTEL;4 étoiles;-;-;DREAM CASTLE HÔTEL;40 avenue de la Fosse des Pressoirs;77700;MAGNY-LE-HONGRE;164179005;assistant.gm@vi-hotels.fr;http://www.dreamcastle-hotel.com;-;1466;397;-;-;-
12/05/2016;12/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL DAUNOU OPERA;6 rue Daunou;75002;PARIS;142615782;contact@daunou-opera.com;http://daunou-opera.com;-;99;50;-;-;-
12/05/2016;12/05/2016;HÔTEL;4 étoiles;-;-;HÔTEL GOLDEN TULIP PARIS CDG AIRPORT VILLEPINTE;11 ALLÉE Du VERGER;95700;ROISSY-EN-FRANCE;134290000;roissy@goldentulipcdgvillepinte.com;http://www.goldentulipcdgvillepinte.com/?utm_source=google&utm_medium=maps&utm_content=46351&utm_campaign=GoldenTulip;-;324;152;-;-;-
12/05/2016;12/05/2016;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL SUITES PARIS STADE DE FRANCE;31 RUE JULES RIMET;93200;SAINT-DENIS;149465454;H3325-DM@accor.com;http://www.accorhotels.com/fr/hotel-3325-novotel-suites-paris-stade-de-france/index.shtml;-;240;101;-;-;-
12/05/2016;12/05/2016;HÔTEL;4 étoiles;-;-;HÔTEL CRISTAL CHAMPS ELYSÉES;9 rue washington;75008;PARIS;145362733;eliorizo@hotel-le-cristal.com;http://www.hotel-le-cristal.com;-;55;26;-;-;-
03/05/2016;03/05/2016;HÔTEL;3 étoiles;-;-;HÔTEL DES BATIGNOLLES;26 rue des batignolles;75017;PARIS;143877040;batignolles@escapade-paris.com;www.batignolles.com;-;98;46;-;-;-
